# gene	views	view_rank
HOXB1	3	4080
HOXB2	3	4081
HMMR	3	4082
SLC26A2	3	4083
SMC1A	3	4084
AFF3	3	4085
LECT2	3	4086
TLR7	3	4087
LY96	3	4088
TLR5	3	4089
LAMB2	3	4090
SCN11A	3	4091
NDUFS8	3	4092
RPS6KB2	3	4093
RTKN	3	4094
RRBP1	3	4095
NOVA1	3	4096
NOVA2	3	4097
RRM1	3	4098
ACVRL1	3	4099
RPS19	3	4100
CCDC144A	3	4101
KRT4	3	4102
SEL1L	3	4103
RNF2	3	4104
RNASE4	3	4105
SRSF7	3	4106
RPA2	3	4107
RPA1	3	4108
SPRR2A	3	4109
NAPSA	3	4110
NPRL3	3	4111
NRIP1	3	4112
STX8	3	4113
GAN	3	4114
TST	3	4115
TTF1	3	4116
SOX11	3	4117
USP6	3	4118
KCNA5	3	4119
ABCA8	3	4120
KCNC3	3	4121
CLIP1	3	4122
SLC16A4	3	4123
HMG20B	3	4124
PTN	3	4125
WARS2	3	4126
KLRC2	3	4127
SERPINI1	3	4128
PIP4K2A	3	4129
NMNAT2	3	4130
GGA2	3	4131
WAPL	3	4132
SMG1	3	4133
PI4KA	3	4134
SLC28A1	3	4135
SHOC2	3	4136
MFAP5	3	4137
SYNGR1	3	4138
GPR68	3	4139
OLR1	3	4140
AAAS	3	4141
TCL1A	3	4142
DYRK1B	3	4143
ALX1	3	4144
OAZ1	3	4145
DCLK1	3	4146
ZMYM2	3	4147
REPS2	3	4148
SMPD1	3	4149
SLC33A1	3	4150
FCMR	3	4151
MED7	3	4152
SNRPD2	3	4153
GCM2	3	4154
MED17	3	4155
PHKG2	3	4156
SMC3	3	4157
SERPINA4	3	4158
KCNJ5	3	4159
KCNJ10	3	4160
KCNK3	3	4161
KCNN2	3	4162
NRG2	3	4163
KCND3	3	4164
KCNS3	3	4165
CACNA2D2	3	4166
SMARCE1	3	4167
NFIC	3	4168
NCOR2	3	4169
SDC2	3	4170
SCN7A	3	4171
PPP1R12A	3	4172
NCDN	3	4173
MYL3	3	4174
MYL4	3	4175
PDLIM7	3	4176
MYH10	3	4177
DLGAP2	3	4178
UBE2L6	3	4179
IKBKE	3	4180
VPS52	3	4181
GREB1	3	4182
SAA4	3	4183
IQSEC2	3	4184
IPO13	3	4185
BZW1	3	4186
RPA3	3	4187
NRDC	3	4188
SNPH	3	4189
RPL6	3	4190
NRCAM	3	4191
COLQ	3	4192
SLC10A3	3	4193
UBE2I	3	4194
USP9Y	3	4195
TUFM	3	4196
TXNRD1	3	4197
TUB	3	4198
PRDX4	3	4199
HEY2	3	4200
RPP30	3	4201
PAFAH2	3	4202
STAB1	3	4203
PBX3	3	4204
PLP2	3	4205
JMJD6	3	4206
PMS1	3	4207
RHOBTB2	3	4208
SYNE2	3	4209
PLCB1	3	4210
POLA1	3	4211
SULF1	3	4212
ARHGEF9	3	4213
POLE2	3	4214
RRP12	3	4215
PODXL	3	4216
H3C4	3	4217
RBPMS	3	4218
VAV2	3	4219
OTOF	3	4220
H2BC4	3	4221
H2BC21	3	4222
VDAC2	3	4223
DYNLL1	3	4224
MARCO	3	4225
B4GALT5	3	4226
TOMM40	3	4227
EHD1	3	4228
SF3A3	3	4229
BAIAP2	3	4230
MADD	3	4231
N6AMT1	3	4232
SMCHD1	3	4233
HYAL2	3	4234
RECK	3	4235
VAT1	3	4236
CNIH4	3	4237
FBLN5	3	4238
SEMA3C	3	4239
ENOX2	3	4240
STX7	3	4241
PPL	3	4242
SCG5	3	4243
MTSS1	3	4244
UQCRB	3	4245
UQCRC2	3	4246
MAML1	3	4247
SIM2	3	4248
USH2A	3	4249
POU2AF1	3	4250
SLC23A2	3	4251
RPL13A	3	4252
RBM14	3	4253
KAT6B	3	4254
RBM8A	3	4255
PDHB	3	4256
POU2F1	3	4257
PDK2	3	4258
CLCF1	3	4259
PDE6B	3	4260
VSNL1	3	4261
GOSR1	3	4262
GAL3ST1	3	4263
PPIC	3	4264
WNT1	3	4265
PDLIM5	3	4266
KAT5	3	4267
ANGPTL7	3	4268
PGRMC2	3	4269
LITAF	3	4270
ADAMTS1	3	4271
TFPT	3	4272
KHDRBS1	3	4273
SENP1	3	4274
XRCC2	3	4275
WNT8B	3	4276
USP25	3	4277
SPINT2	3	4278
SLC34A1	3	4279
SLC7A4	3	4280
SPRY2	3	4281
KDM5B	3	4282
TRAF3IP2	3	4283
PRKD1	3	4284
TBCA	3	4285
PRKCB	3	4286
TAP2	3	4287
MTCH2	3	4288
PRKCSH	3	4289
TARS1	3	4290
GIPC1	3	4291
PRKCG	3	4292
HSD17B8	3	4293
GBF1	3	4294
KAT7	3	4295
EDIL3	3	4296
SCAMP3	3	4297
KPTN	3	4298
ASMTL	3	4299
OASL	3	4300
CDK13	3	4301
PDCD6	3	4302
ACOT2	3	4303
NPFF	3	4304
AKR1C3	3	4305
CKAP4	3	4306
H2BC8	3	4307
STC2	3	4308
SLIT2	3	4309
SKAP1	3	4310
TAF1	3	4311
BSND	3	4312
TDRKH	3	4313
NOC2L	3	4314
SLC27A4	3	4315
CUL1	3	4316
GALR3	3	4317
CILP	3	4318
PPM1D	3	4319
TTF2	3	4320
ZBTB33	3	4321
SLC27A5	3	4322
SLC27A2	3	4323
ZP2	3	4324
ATF7	3	4325
SORBS2	3	4326
KIF2C	3	4327
ZYX	3	4328
MARCHF7	3	4329
PTGES3	3	4330
NCAPH	3	4331
PRELP	3	4332
PRKACG	3	4333
UBIAD1	3	4334
PRCP	3	4335
ZFX	3	4336
MYOM1	3	4337
ADAM9	3	4338
AIMP2	3	4339
PABPC4	3	4340
TRG	3	4341
KAT6A	3	4342
RIPK2	3	4343
NISCH	3	4344
NSD3	3	4345
BLOC1S6	3	4346
FAM107A	3	4347
ADGRG2	3	4348
SUCLA2	3	4349
TOB1	3	4350
SSB	3	4351
IL18RAP	3	4352
FBP2	3	4353
SSR1	3	4354
CRTC3	3	4355
IL1RL2	3	4356
TBX2	3	4357
IQGAP2	3	4358
PARP2	3	4359
DNAJB4	3	4360
PTPRT	3	4361
MLX	3	4362
WRAP53	3	4363
BANP	3	4364
SDHAF2	3	4365
PVRIG	3	4366
SPDEF	3	4367
ACTR3B	3	4368
CHCHD2	3	4369
COPS4	3	4370
CD300A	3	4371
TNFAIP8	3	4372
STX17	3	4373
USP20	3	4374
AGPAT3	3	4375
FGL2	3	4376
ALDH1L1	3	4377
SEC24A	3	4378
OTOR	3	4379
PGRMC1	3	4380
CD300C	3	4381
PPP1R17	3	4382
CLN6	3	4383
NOXA1	3	4384
APOO	3	4385
WHRN	3	4386
DIS3	3	4387
CARD14	3	4388
CARD8	3	4389
RASL11B	3	4390
PROKR1	3	4391
PCBP4	3	4392
COQ8A	3	4393
MEPE	3	4394
CUL4A	3	4395
SCAPER	3	4396
IER3	3	4397
DKK2	3	4398
KLK14	3	4399
NLRP2	3	4400
G0S2	3	4401
NBPF1	3	4402
LMO4	3	4403
SLURP1	3	4404
POLR1D	3	4405
FCF1	3	4406
AP3B1	3	4407
MECR	3	4408
SCMH1	3	4409
MAPRE1	3	4410
SEPHS1	3	4411
MTHFD1L	3	4412
PAXIP1	3	4413
DNMT3L	3	4414
EFEMP2	3	4415
A1CF	3	4416
PILRA	3	4417
VSX1	3	4418
SELENBP1	3	4419
CTRC	3	4420
RPS6KA4	3	4421
PHB2	3	4422
NGLY1	3	4423
ITGA11	3	4424
PHF7	3	4425
GOPC	3	4426
CNTNAP1	3	4427
HPS5	3	4428
PDCD10	3	4429
PLAC8	3	4430
TREX2	3	4431
DUSP10	3	4432
KLHL20	3	4433
IL36B	3	4434
VAC14	3	4435
ATF7IP	3	4436
IL36A	3	4437
PDCD4	3	4438
EIF2B4	3	4439
CACNA1I	3	4440
ENAH	3	4441
AP1M1	3	4442
GPR78	3	4443
HAO1	3	4444
NLGN1	3	4445
SEC31A	3	4446
ERRFI1	3	4447
L1TD1	3	4448
UGT1A9	3	4449
CEMIP	3	4450
ACAD9	3	4451
KRT23	3	4452
FLVCR1	3	4453
MCTS1	3	4454
GAPDHS	3	4455
DCPS	3	4456
OSTM1	3	4457
LGSN	3	4458
SDK2	3	4459
BEGAIN	3	4460
NDUFB11	3	4461
DOLK	3	4462
CGN	3	4463
BIRC7	3	4464
MED15	3	4465
CALML5	3	4466
TM6SF2	3	4467
FETUB	3	4468
STEAP1	3	4469
BEX3	3	4470
HDAC11	3	4471
NOL9	3	4472
RNF128	3	4473
ZCCHC2	3	4474
CASZ1	3	4475
TPCN1	3	4476
PPP2R3B	3	4477
ACAD8	3	4478
SND1	3	4479
EIF2AK1	3	4480
SIDT1	3	4481
JADE1	3	4482
UCN2	3	4483
SPHK2	3	4484
NT5C1A	3	4485
TSR2	3	4486
LTN1	3	4487
TOR1AIP1	3	4488
KCNK4	3	4489
AGO1	3	4490
AATF	3	4491
WDR33	3	4492
SYCP3	3	4493
HEMGN	3	4494
ASIC4	3	4495
NSDHL	3	4496
HPGDS	3	4497
P2RY10	3	4498
CLEC4A	3	4499
TAS2R10	3	4500
ZNF638	3	4501
TAAR8	3	4502
SUCNR1	3	4503
BTNL2	3	4504
DGCR8	3	4505
OSBPL3	3	4506
DHX29	3	4507
MED4	3	4508
SMOX	3	4509
CCHCR1	3	4510
GNL3	3	4511
FCRL5	3	4512
CABLES1	3	4513
YTHDC1	3	4514
KLF3	3	4515
AIF1L	3	4516
NLRX1	3	4517
SPTBN4	3	4518
RHBDF2	3	4519
GPAM	3	4520
RNF213	3	4521
IL20RA	3	4522
NDEL1	3	4523
P2RY13	3	4524
NUSAP1	3	4525
GSC	3	4526
ANO3	3	4527
DOCK7	3	4528
ACSS2	3	4529
IRF2BPL	3	4530
TFB2M	3	4531
MLST8	3	4532
IL1F10	3	4533
NFKBID	3	4534
CAND1	3	4535
MS4A7	3	4536
RETNLB	3	4537
SLX4IP	3	4538
PROKR2	3	4539
ASH1L	3	4540
GPT2	3	4541
ABHD18	3	4542
DCAF15	3	4543
MLIP	3	4544
C2orf16	3	4545
KAT8	3	4546
ANTXR1	3	4547
NBPF3	3	4548
PIGP	3	4549
NLRC5	3	4550
RSPH1	3	4551
OBSCN	3	4552
ESAM	3	4553
EGLN2	3	4554
PPP1R14A	3	4555
KREMEN1	3	4556
TMEM67	3	4557
DPP9	3	4558
XPNPEP3	3	4559
H1-8	3	4560
IKZF4	3	4561
THADA	3	4562
RGS18	3	4563
HHIP	3	4564
EDA2R	3	4565
RERG	3	4566
SLC25A21	3	4567
TRBC1	3	4568
SLC47A1	3	4569
HIKESHI	3	4570
PIR	3	4571
NELFCD	3	4572
CTHRC1	3	4573
CALHM1	3	4574
HHIPL1	3	4575
PIK3AP1	3	4576
GORASP1	3	4577
TPSB2	3	4578
TAAR9	3	4579
CNTROB	3	4580
IGSF8	3	4581
MAPK1IP1L	3	4582
AMOTL1	3	4583
PHACTR3	3	4584
MRGPRD	3	4585
CTCFL	3	4586
GAS5	3	4587
SLC51A	3	4588
OSR1	3	4589
FBRS	3	4590
DOCK11	3	4591
SLC39A12	3	4592
JMJD1C	3	4593
PWWP2A	3	4594
OMA1	3	4595
PCDHA4	3	4596
TAS2R39	3	4597
NEGR1	3	4598
MRGPRX4	3	4599
GPX6	3	4600
LSMEM1	3	4601
KRT79	3	4602
STRC	3	4603
KCNK18	3	4604
VGLL3	3	4605
HSD17B13	3	4606
KCNT2	3	4607
GATC	3	4608
PRUNE2	3	4609
GPR146	3	4610
MAFA	3	4611
SLC35F1	3	4612
RFX6	3	4613
TRNP1	3	4614
EIF4E3	3	4615
PIWIL4	3	4616
SLC5A8	3	4617
ALDH1L2	3	4618
GPR142	3	4619
ADGRD2	3	4620
COA5	3	4621
OR6V1	3	4622
HES5	3	4623
NHLRC2	3	4624
NLRP11	3	4625
POLN	3	4626
IFNL3	3	4627
CDNF	3	4628
CDKN2B-AS1	3	4629
NMT1	3	4630
ABAT	3	4631
HRM2	3	4632
SP2	3	4633
PLEK	3	4634
EPHA4	3	4635
ILK	3	4636
CSNK2A1	3	4637
CEL	2	4638
GRIA4	2	4639
KIR2DL3	2	4640
NPW	2	4641
TFAP2E	2	4642
ABCA4	2	4643
FCAMR	2	4644
ACTR2	2	4645
TGM5	2	4646
ULK2	2	4647
CCL16	2	4648
TRIM38	2	4649
GGPS1	2	4650
PIGZ	2	4651
PIP	2	4652
PIN4	2	4653
ATIC	2	4654
GM2A	2	4655
GAMT	2	4656
COL21A1	2	4657
HSH2D	2	4658
FIGNL2	2	4659
ICAM4	2	4660
CACNA2D4	2	4661
OPN1MW2	2	4662
NODAL	2	4663
PCSK1N	2	4664
BANK1	2	4665
HERC2	2	4666
NCSTN	2	4667
SLC6A11	2	4668
DLX3	2	4669
SPG11	2	4670
MFAP4	2	4671
WASF1	2	4672
TOX3	2	4673
FDPS	2	4674
PAK4	2	4675
COL12A1	2	4676
POU2F2	2	4677
TCIRG1	2	4678
SERPINA12	2	4679
GRIA3	2	4680
PELP1	2	4681
DLX2	2	4682
MAGEA1	2	4683
FOXE1	2	4684
IL22RA2	2	4685
KCNJ18	2	4686
TMEM254	2	4687
UBR1	2	4688
COL18A1	2	4689
DLX4	2	4690
CPOX	2	4691
HABP2	2	4692
PPCS	2	4693
LTB4R	2	4694
DYNC1I1	2	4695
CAMLG	2	4696
TRPC7	2	4697
CA7	2	4698
TRPM4	2	4699
CAPN3	2	4700
OXT	2	4701
CALU	2	4702
CAMK4	2	4703
CALM3	2	4704
CCNF	2	4705
CCNC	2	4706
TLR6	2	4707
MAS1	2	4708
EPN2	2	4709
GOLPH3	2	4710
ASXL3	2	4711
DEFA1	2	4712
AP2S1	2	4713
CHRNG	2	4714
CLCN2	2	4715
CNGA2	2	4716
CHRNA5	2	4717
CLCN3	2	4718
CNGB1	2	4719
ABCE1	2	4720
ARV1	2	4721
CHD3	2	4722
CHRNB2	2	4723
CLK3	2	4724
QDPR	2	4725
ADH7	2	4726
CTRL	2	4727
CSTF2	2	4728
CTBS	2	4729
CDSN	2	4730
ADCY8	2	4731
KLF6	2	4732
GRB7	2	4733
COX6A2	2	4734
CNN1	2	4735
COX7A1	2	4736
IRF6	2	4737
CLDN7	2	4738
CPA1	2	4739
CRMP1	2	4740
CPA2	2	4741
CNTN1	2	4742
COX6B1	2	4743
ACACB	2	4744
CDR1	2	4745
CDC34	2	4746
AANAT	2	4747
ACTL6A	2	4748
ABCB7	2	4749
CDKN3	2	4750
CFL2	2	4751
CDH15	2	4752
ADCY6	2	4753
ADARB1	2	4754
CDKN2C	2	4755
CDH16	2	4756
ASIC1	2	4757
ACO1	2	4758
EIF2B1	2	4759
EIF4G1	2	4760
EFNB2	2	4761
EFNA3	2	4762
EGR3	2	4763
BMP8B	2	4764
ZFHX3	2	4765
ANXA11	2	4766
ARVCF	2	4767
CTSO	2	4768
ARHGDIB	2	4769
ATP1A1	2	4770
RERE	2	4771
GPM6A	2	4772
AMY1A	2	4773
SLC25A5	2	4774
AMFR	2	4775
GPC5	2	4776
SLC25A4	2	4777
CRISP1	2	4778
LPAR2	2	4779
KRIT1	2	4780
AKR1B1	2	4781
ATP12A	2	4782
DBP	2	4783
ATP5F1E	2	4784
ATP6V1B1	2	4785
ATP6V1C1	2	4786
ATP2A3	2	4787
DFFA	2	4788
SMAD5	2	4789
AZGP1	2	4790
DECR1	2	4791
GAB1	2	4792
GANC	2	4793
GABRB1	2	4794
GABRG2	2	4795
FUT8	2	4796
GABRB2	2	4797
GABRR2	2	4798
DNA2	2	4799
DMBT1	2	4800
BRDT	2	4801
BCAT1	2	4802
DNASE1L1	2	4803
HCN2	2	4804
BIK	2	4805
ZFP36L1	2	4806
DPYSL2	2	4807
SEPTIN1	2	4808
GSDME	2	4809
DDOST	2	4810
BNC1	2	4811
MATN3	2	4812
MAP4	2	4813
FANCB	2	4814
BRF1	2	4815
MAP1A	2	4816
FGF8	2	4817
FABP2	2	4818
MAP6	2	4819
MCC	2	4820
BLOC1S1	2	4821
GFPT1	2	4822
ECHS1	2	4823
DUSP5	2	4824
DSC2	2	4825
GGT1	2	4826
DUSP3	2	4827
MARK2	2	4828
ANXA3	2	4829
ECH1	2	4830
ALDH3A1	2	4831
DTX1	2	4832
HSD17B10	2	4833
GUCY2D	2	4834
H2AC8	2	4835
H2BC3	2	4836
H3-3B	2	4837
CFHR1	2	4838
GZMH	2	4839
GNAI1	2	4840
GCLM	2	4841
GLUD2	2	4842
GJA4	2	4843
GLRX	2	4844
GNA12	2	4845
GLDC	2	4846
GJA5	2	4847
GLG1	2	4848
RPAIN	2	4849
ANKRD2	2	4850
GPD1	2	4851
ERV3-1	2	4852
GPR26	2	4853
ETV1	2	4854
STRADB	2	4855
GPLD1	2	4856
EPS8	2	4857
NPBWR1	2	4858
ABCA2	2	4859
CLN8	2	4860
MEIS2	2	4861
ADAM11	2	4862
MAP3K4	2	4863
FMO5	2	4864
BORCS8-MEF2B	2	4865
MCM5	2	4866
MDH1	2	4867
FRK	2	4868
PSMD10	2	4869
HOXB5	2	4870
PRSS2	2	4871
MAPK11	2	4872
PSMB10	2	4873
HOXD10	2	4874
MAP2K3	2	4875
MAP2K6	2	4876
KLK7	2	4877
PRKY	2	4878
PSMD1	2	4879
HTRA1	2	4880
PSMA3	2	4881
MAPK6	2	4882
HOXB7	2	4883
MAP2K7	2	4884
PSMD5	2	4885
MAPK10	2	4886
PSMD8	2	4887
PSMB2	2	4888
PSMB6	2	4889
PTPRG	2	4890
PTPRZ1	2	4891
IGHA1	2	4892
RANBP2	2	4893
NECTIN2	2	4894
ALDH18A1	2	4895
PTPRS	2	4896
IGFBP5	2	4897
IGFBP4	2	4898
IGLL1	2	4899
RANBP1	2	4900
PTPRJ	2	4901
HSD17B4	2	4902
MAP3K11	2	4903
MMP15	2	4904
MMP11	2	4905
HSD17B2	2	4906
MMP17	2	4907
LYL1	2	4908
MAGEA5P	2	4909
PRCD	2	4910
AUH	2	4911
MARCKS	2	4912
MAB21L1	2	4913
LPAR4	2	4914
MAD1L1	2	4915
GPS1	2	4916
MAD2L1	2	4917
GPS2	2	4918
NQO2	2	4919
MAGEA8	2	4920
GPR39	2	4921
IFN1@	2	4922
RAB8A	2	4923
HSF2	2	4924
MGAT5	2	4925
HPCAL1	2	4926
SERPINA5	2	4927
METTL1	2	4928
HSF4	2	4929
MFNG	2	4930
HLA-DMB	2	4931
ACTN2	2	4932
GSTA3	2	4933
ATG3	2	4934
CCNH	2	4935
NCS1	2	4936
SLC2A9	2	4937
IL9R	2	4938
INHBC	2	4939
INPP1	2	4940
EIF3E	2	4941
TGIF1	2	4942
TFCP2	2	4943
INSRR	2	4944
ITIH2	2	4945
IMPA1	2	4946
TEF	2	4947
INPPL1	2	4948
TFAP2C	2	4949
TFAP4	2	4950
MNT	2	4951
RAB6A	2	4952
RBBP7	2	4953
RAB27A	2	4954
MPP1	2	4955
RBBP5	2	4956
ARID4A	2	4957
RAB3B	2	4958
KDM5A	2	4959
GDF10	2	4960
TIMP3	2	4961
RBL2	2	4962
RAB5C	2	4963
TLR1	2	4964
TRAPPC10	2	4965
TSPAN4	2	4966
RYK	2	4967
DPF2	2	4968
TSPAN7	2	4969
TMF1	2	4970
REG1B	2	4971
TNNT1	2	4972
TNR	2	4973
MSRA	2	4974
SPHK1	2	4975
TRIM27	2	4976
RFXAP	2	4977
MT1X	2	4978
CITED1	2	4979
MT1B	2	4980
RGS2	2	4981
RPL41	2	4982
NDUFB7	2	4983
RPN2	2	4984
RPLP2	2	4985
RPL32	2	4986
NDUFA1	2	4987
RPS3	2	4988
RPL27	2	4989
NDUFB2	2	4990
NASP	2	4991
RPS2	2	4992
NDUFB4	2	4993
CTSW	2	4994
LSP1	2	4995
FGF14	2	4996
HNRNPU	2	4997
VWA5A	2	4998
LLGL1	2	4999
PTK6	2	5000
PTPN7	2	5001
LMO7	2	5002
LRP3	2	5003
PTPRCAP	2	5004
SYT7	2	5005
LIMD1	2	5006
DOK2	2	5007
PAPSS1	2	5008
TMSB4Y	2	5009
DNAJA2	2	5010
RPL14	2	5011
ASH2L	2	5012
PAPSS2	2	5013
TAF1B	2	5014
HNRNPH2	2	5015
HMOX2	2	5016
HOXB3	2	5017
HLF	2	5018
ADAM2	2	5019
CCNG1	2	5020
ESD	2	5021
FDXR	2	5022
CEACAM4	2	5023
HMGN1	2	5024
AOPEP	2	5025
EDN3	2	5026
TYMP	2	5027
CDX1	2	5028
HOXA2	2	5029
C1GALT1	2	5030
CPD	2	5031
TPM3	2	5032
UNC13D	2	5033
TOP3A	2	5034
RNASE2	2	5035
NR6A1	2	5036
MYBL2	2	5037
MT1M	2	5038
MT1H	2	5039
TP53BP2	2	5040
STX11	2	5041
DTNBP1	2	5042
MYBL1	2	5043
NR2E1	2	5044
CBX3	2	5045
LGALS2	2	5046
LIG3	2	5047
NEU1	2	5048
DCK	2	5049
TRPC2	2	5050
RPSA	2	5051
NELL1	2	5052
KTN1	2	5053
LAMA4	2	5054
LDHB	2	5055
KCNQ3	2	5056
RPL10A	2	5057
LAMB1	2	5058
NELL2	2	5059
NEDD9	2	5060
LAD1	2	5061
TFG	2	5062
NOP2	2	5063
RRAGB	2	5064
RRAD	2	5065
SELENOP	2	5066
TRAM2	2	5067
RP2	2	5068
RORB	2	5069
SFRP4	2	5070
SRSF6	2	5071
LOC654780	2	5072
RING1	2	5073
TAB2	2	5074
KRT33B	2	5075
SETMAR	2	5076
HERPUD1	2	5077
SET	2	5078
RNF5	2	5079
RAPGEF2	2	5080
PLXND1	2	5081
POGZ	2	5082
EPB41L3	2	5083
PSMF1	2	5084
CABP1	2	5085
RASAL2	2	5086
SPIB	2	5087
SPOCK1	2	5088
SNTA1	2	5089
GATD3	2	5090
PICK1	2	5091
HOMER2	2	5092
SLC7A5	2	5093
SPAG1	2	5094
SPTA1	2	5095
SORD	2	5096
SPAM1	2	5097
TTK	2	5098
IL27RA	2	5099
TUBB4A	2	5100
CACNG2	2	5101
ABCA9	2	5102
DLC1	2	5103
RXRG	2	5104
PEX6	2	5105
KCND1	2	5106
KCNC1	2	5107
RSU1	2	5108
PDLIM1	2	5109
S100A5	2	5110
BTN2A2	2	5111
NMI	2	5112
KARS1	2	5113
PEX14	2	5114
PIK3R2	2	5115
KIR3DL1	2	5116
KIFC1	2	5117
KLK1	2	5118
GOSR2	2	5119
MAST3	2	5120
KDM4B	2	5121
SERPINI2	2	5122
RNF7	2	5123
PIK3CB	2	5124
TNIK	2	5125
GTF2IRD1	2	5126
APOBEC3B	2	5127
KIR2DL4	2	5128
PRDX6	2	5129
CYTIP	2	5130
RNF14	2	5131
FAM50A	2	5132
ORC1	2	5133
OAS3	2	5134
SLC28A2	2	5135
CSRP3	2	5136
FIBP	2	5137
OAS2	2	5138
OXA1L	2	5139
RABEP1	2	5140
CCDC6	2	5141
ODF2	2	5142
MAP3K13	2	5143
HTR3B	2	5144
PABPN1	2	5145
P2RX1	2	5146
OMD	2	5147
OSBP	2	5148
ZNF165	2	5149
ZW10	2	5150
ITM2A	2	5151
BUB3	2	5152
VAPB	2	5153
ITM2B	2	5154
LARGE1	2	5155
HOMER3	2	5156
RASSF9	2	5157
SUMO3	2	5158
ATG13	2	5159
NUMBL	2	5160
TJP2	2	5161
TIAF1	2	5162
LRRFIP1	2	5163
KCNK6	2	5164
ATP6V0D1	2	5165
KCNJ9	2	5166
SEC22B	2	5167
CNOT9	2	5168
PGM3	2	5169
RAB3D	2	5170
BAG2	2	5171
PHKB	2	5172
TP53I3	2	5173
SECTM1	2	5174
SLIT3	2	5175
NFATC2	2	5176
SMARCD1	2	5177
NFE2	2	5178
DHRS3	2	5179
SCN1A	2	5180
TBRG4	2	5181
NCOA1	2	5182
RPS6KA5	2	5183
SCNN1G	2	5184
MYO9B	2	5185
NAB2	2	5186
NCOA3	2	5187
MYL5	2	5188
SPART	2	5189
S100P	2	5190
PKD3	2	5191
RGS6	2	5192
KDM4A	2	5193
CLCA2	2	5194
FEZ2	2	5195
GNA14	2	5196
TRAF4	2	5197
SC5D	2	5198
SNCAIP	2	5199
HECW1	2	5200
RPL19	2	5201
HDAC9	2	5202
NRAP	2	5203
NPR3	2	5204
GRAMD4	2	5205
NPY6R	2	5206
MKRN3	2	5207
RP9	2	5208
RPE	2	5209
ZNF143	2	5210
RPGR	2	5211
RNR1	2	5212
KMT2B	2	5213
RNU2-1	2	5214
NUP88	2	5215
ZNF148	2	5216
NUP98	2	5217
RPL13	2	5218
USP11	2	5219
H3-4	2	5220
DNAJC7	2	5221
UBE2A	2	5222
PSMD14	2	5223
TXK	2	5224
ABI2	2	5225
UBA7	2	5226
RNF41	2	5227
TSPY1	2	5228
TNK2	2	5229
TUBG1	2	5230
PICALM	2	5231
ATP6AP2	2	5232
FXYD1	2	5233
P4HA1	2	5234
PLAG1	2	5235
PLA2G2A	2	5236
PLAGL2	2	5237
SLC34A2	2	5238
PA2G4	2	5239
PALM	2	5240
REG3A	2	5241
CBX7	2	5242
OLFM4	2	5243
FXYD3	2	5244
PKP1	2	5245
DCTN2	2	5246
SF3B4	2	5247
EXOSC9	2	5248
AHSA1	2	5249
MLC1	2	5250
PLRG1	2	5251
PBX2	2	5252
PLXNA1	2	5253
SNX13	2	5254
SCGN	2	5255
PDCL	2	5256
GANAB	2	5257
CCT2	2	5258
PDE7A	2	5259
PAPOLA	2	5260
PCP4	2	5261
SEPT4	2	5262
PCOLCE	2	5263
EXOC7	2	5264
DTX4	2	5265
POLR2F	2	5266
VPS13A	2	5267
CLEC16A	2	5268
SEPTIN5	2	5269
AGTPBP1	2	5270
VDAC3	2	5271
ALDH4A1	2	5272
STX16	2	5273
NRXN2	2	5274
FBXW11	2	5275
H2BC10	2	5276
OR1E1	2	5277
H2BC15	2	5278
OR1A1	2	5279
H3C10	2	5280
COX5A	2	5281
HMGN4	2	5282
ZBTB18	2	5283
CCS	2	5284
UGT2A1	2	5285
APOBEC2	2	5286
RUVBL1	2	5287
AKR7A2	2	5288
SERINC3	2	5289
MED13	2	5290
DGCR2	2	5291
ASIC3	2	5292
AFG3L2	2	5293
VAV3	2	5294
TRIP10	2	5295
BCAR3	2	5296
IPO8	2	5297
NEDD4L	2	5298
NCK2	2	5299
CAVIN2	2	5300
RAD54L	2	5301
SYNCRIP	2	5302
VTI1B	2	5303
STK25	2	5304
SIAH2	2	5305
SKIL	2	5306
UGCG	2	5307
CDC45	2	5308
PTDSS1	2	5309
JAKMIP2	2	5310
UQCRH	2	5311
SNX17	2	5312
UPP1	2	5313
CRYZL1	2	5314
BASP1	2	5315
NDC80	2	5316
POFUT1	2	5317
POU3F4	2	5318
PITRM1	2	5319
VRK2	2	5320
VIPR2	2	5321
FIG4	2	5322
WFS1	2	5323
NSA2	2	5324
SV2B	2	5325
PSME3	2	5326
MAGED1	2	5327
HEXIM1	2	5328
CYP2S1	2	5329
PMVK	2	5330
CELF2	2	5331
PPP2R2A	2	5332
WNT2B	2	5333
FARS2	2	5334
OBSL1	2	5335
PPP1CC	2	5336
VPREB3	2	5337
DYRK2	2	5338
PSD3	2	5339
KCNH3	2	5340
SLC10A2	2	5341
SLC17A1	2	5342
TRIL	2	5343
PLEKHM1	2	5344
SLC12A4	2	5345
SIRT4	2	5346
SLC14A1	2	5347
SLC15A2	2	5348
TPSD1	2	5349
CELA3B	2	5350
RB1CC1	2	5351
GRIP1	2	5352
SLC11A1	2	5353
SCRN1	2	5354
SLC6A9	2	5355
GINS1	2	5356
ZFPM2	2	5357
NBR2	2	5358
MAGI2	2	5359
SPRY3	2	5360
ABHD2	2	5361
TRIM31	2	5362
GABARAPL1	2	5363
CNTRL	2	5364
WWP1	2	5365
TAF6	2	5366
CPSF6	2	5367
KIF4A	2	5368
PIM2	2	5369
PLAAT3	2	5370
DEK	2	5371
ADAM19	2	5372
